id,affinity
4rwk,7.19
2osm,6.20
2x96,4.03
2yg2,6.05
4gtm,8.04
2b07,6.43
4eh4,2.81
4ob2,6.30
4ovg,3.69
4btk,6.62
3bl1,5.60
6cvw,8.15
1b8n,10.52
3ej1,6.92
1zkl,5.09
5tg6,4.55
2brh,4.64
4azt,4.17
6e06,4.26
5vb5,6.46
4awm,5.72
3hku,8.30
1ow4,5.68
4mb9,8.00
5yqn,4.03
1yon,4.21
4d09,8.77
5nhp,7.64
3rz0,7.55
3b4f,8.14
4yps,7.12
4ztl,5.92
5hdv,7.82
2vle,7.10
2p9a,5.18
5y8w,6.64
1avn,3.90
1olx,4.33
2zfs,6.54
3piy,6.54
3zcl,8.00
5y1y,6.01
5l87,5.07
4eon,6.05
5ivs,8.21
4b6p,7.13
1p19,4.11
2c8w,8.43
1z1h,8.40
4op1,6.89
6f3g,7.16
1t32,7.42
5wgp,5.62
6epy,6.46
6c4d,9.04
1hi4,4.49
4cpz,7.68
4ayu,4.73
5nz2,5.03
1g2o,10.55
1m74,7.00
2e91,6.59
3f7z,7.19
4wwo,7.42
4f3h,6.38
4qme,6.52
5fue,6.33
5izl,5.73
5ehv,3.08
4nat,6.48
1gfy,5.08
5etj,10.18
1xlz,6.02
5jv1,6.07
4fmu,6.44
5bnm,4.82
3dct,6.95
5afj,4.38
1xz8,4.52
2fw6,2.92
1ikx,8.15
3d2e,6.42
4rrg,2.81
6df4,7.64
4qo4,8.30
5oq4,7.60
6f6n,3.02
1s50,7.20
4f7v,5.38
4yyt,6.38
6czv,6.64
4q3t,6.48
3qox,6.57
3upx,8.12
3lw0,6.40
5t9u,7.60
4lh5,6.70
4b76,4.54
5mhq,6.96
2o3z,5.70
5lwn,7.77
3tu9,5.12
1m2x,4.15
5f3t,3.68
4rwj,8.70
2v2q,4.15
5nu5,6.33
5xw6,4.91
5vcv,6.82
5l13,6.96
1ci7,7.05
1y2g,4.08
1m7q,8.59
3vbx,4.77
3d4q,10.52
4c1h,4.09
3ni5,7.55
5ctb,7.64
3d1z,8.80
5ukj,7.16
4d2t,6.00
2fl6,7.42
6dlj,5.55
1bb0,8.36
5ddf,6.17
4bzo,7.89
1g32,6.11
1ppw,4.30
1grp,3.72
5bns,7.02
2i6a,9.05
3tjc,7.51
5fnf,3.15
4d1y,7.13
2aj8,6.20
4eft,4.07
1tmn,7.30
3ig6,7.60
5t97,7.77
1o47,8.40
5nq5,5.00
1y57,5.79
2w8j,2.96
3uxm,4.70
3krx,7.38
3c49,7.15
2w3l,7.52
3bjm,8.30
4gs9,5.66
3g30,2.51
3gcq,6.47
5t36,7.37
5nud,7.49
1thl,6.42
5vd2,7.10
4el9,5.36
4j04,4.96
5f2r,4.28
5b2d,4.25
4or0,7.46
2oym,5.00
1d7x,8.52
1h07,5.52
1aw1,1.05
1z1r,9.22
2pzy,7.47
6b7e,4.55
3s9y,6.44
3fr4,6.19
4civ,4.95
5hmy,6.30
5llo,9.40
1z6s,4.34
3igb,4.42
4io8,6.64
4zfi,6.30
5am0,5.88
4uix,7.30
4zip,9.68
3m6q,7.32
1cea,4.96
3znc,7.34
3d4y,5.70
3hy9,7.77
5acw,3.84
1r78,8.52
5q13,7.04
4fjz,6.29
3wyk,7.64
5vee,6.11
3dkf,8.57
5nzm,3.90
3koo,7.82
1o5c,5.22
3d27,4.25
2cma,6.73
5etb,4.54
2ad5,3.96
5koq,9.24
2pj5,7.82
4iwz,7.29
2za5,8.43
1wok,7.48
3hxf,4.96
4qz7,5.65
2wey,7.12
1i80,6.41
6el5,6.88
2xkf,6.06
6cfc,3.68
2zv9,8.05
5a3r,7.78
4jnj,9.07
5gvk,7.00
3tk2,4.62
4q2k,7.48
3l9m,7.30
4qhp,8.05
6eo8,7.00
4omj,5.26
3bl0,6.92
4g0p,3.01
6fzx,8.15
3g6z,9.70
5twl,7.98
5kab,4.68
1bra,1.82
3ohf,7.03
5usz,6.97
6fnr,5.59
3ru1,4.85
2gst,6.07
5ut4,4.38
2i0j,8.57
1b9t,5.10
4pd6,4.44
4pmt,6.00
2pyn,7.57
5avf,5.49
4qvy,5.09
3qo9,5.92
5e2p,8.80
3ekv,9.41
3cyw,7.77
4bdc,4.93
4i10,6.77
4m5n,5.12
3iof,5.22
3ehx,7.60
4jaj,5.26
3q32,8.74
4btx,6.54
3hu2,7.22
1g2a,8.00
2i1m,7.62
4msc,5.96
3qk0,8.70
5ov9,5.66
4zg7,8.70
4hco,4.32
3a1c,4.00
4rgd,3.94
2yim,3.92
4c35,6.25
5nya,6.38
3zln,8.47
2foy,6.92
3ccn,6.92
4q08,6.30
3pa4,8.52
4ufi,6.20
3hl8,4.49
2i19,7.80
6dcz,7.17
4azb,7.24
2r43,6.00
4hl5,6.35
5ylj,3.86
3sz9,5.27
4m7y,5.32
1mu8,9.00
4qf8,7.51
3r4p,7.96
4bqt,5.79
1sqp,8.20
5nyh,7.73
4hfp,7.38
5tnt,8.31
4e5d,6.22
3tif,5.38
3dxh,3.19
2wd7,4.97
2p7g,6.53
2i3z,8.70
5za9,6.74
5d1j,7.32
5hvt,7.26
2iws,6.36
1hk3,6.59
6eqm,7.96
5wzw,5.91
4cwr,8.30
1z4n,4.52
4fxp,4.09
4d2r,5.48
3zsy,3.23
5epy,7.40
1rp7,8.52
5u6j,7.64
5vqt,5.74
3ip9,5.62
4an9,7.36
2chm,8.26
3ehn,1.92
5ewk,4.85
1owe,6.20
1xo2,6.07
4x6o,8.72
1k4g,5.85
1sr7,10.10
3e9b,5.35
2ada,13.00
3oyn,7.60
4p7s,7.42
5aqn,2.77
2wyi,4.74
1v2o,4.73
5vqu,5.11
1tsm,6.00
5o9h,6.62
6hvh,7.33
5lvn,4.70
4cnh,8.40
2cej,8.62
4hws,9.10
2bb7,5.67
4nj9,6.97
5alz,8.22
4lnb,6.56
3gm0,7.77
1q84,11.05
6csr,6.84
4b13,5.70
3c10,6.52
6fap,2.15
2xjj,6.51
5ntq,7.47
5uzj,6.78
2a4r,7.82
1b4d,4.81
5mme,5.85
4ctj,2.51
5vqr,5.92
2x7o,7.47
4eh3,3.53
1o4e,3.30
2qwf,5.67
2of2,6.68
3r04,6.92
5bv3,7.17
1n3w,6.96
3qtr,6.03
4r7m,7.96
5bw4,4.17
2f4b,7.30
4zxx,8.10
2nww,5.48
3ta1,3.25
5w13,7.66
2rkg,8.09
1bma,4.59
2ph9,5.89
1uyk,4.77
2bza,2.80
3db6,6.14
5qah,3.84
6bbv,6.10
5mri,4.40
4bky,7.92
2uy3,3.22
1z3j,8.00
3t3g,5.49
1ppc,6.16
3blr,8.19
3s7b,6.30
2dri,6.89
5c26,6.77
5hgq,7.34
4io4,4.61
1dy4,4.36
3wke,8.89
6gfy,6.61
1qvu,4.46
4kfp,8.00
3oxz,8.07
3k22,7.90
6hd6,5.70
5jzs,3.27
4yc0,4.13
4hv3,3.94
5dh3,7.42
1w83,7.19
1lhg,7.10
3ddu,7.40
2i7c,5.07
5eq1,4.68
3skh,6.05
6beh,4.09
3aid,6.86
5nqe,6.15
3zo2,7.10
5lz9,6.92
5tys,10.72
4qgf,7.16
4efu,6.60
5nvz,6.77
4kzl,6.15
3kba,7.80
1uwh,7.66
5aly,6.73
6fyp,6.84
4gih,8.32
1tkx,7.54
4wp7,6.10
4w9x,7.40
5fog,3.67
5u6v,7.68
6cj5,5.19
2p93,8.82
3zi8,5.66
5vfd,6.44
2azc,6.74
5nwd,8.00
4lxm,7.06
2cn0,7.66
4afg,8.30
1g50,6.28
4a6c,7.92
1m13,7.57
5nhz,5.33
4uma,5.41
1stp,13.40
2zir,8.19
2cmc,5.76
4xx4,7.36
1h8s,5.81
4ke1,8.60
3c39,3.96
4x2l,4.44
3ttj,6.68
5ak5,7.07
4pdk,8.22
5eei,9.22
5ta2,7.96
4do4,7.29
5tcy,7.66
5f0h,4.48
4wk1,5.89
5osk,5.60
5n84,7.96
2d41,6.82
3p8h,5.30
3lce,3.81
2w1i,8.92
3zcz,6.77
4cgj,2.84
5ort,3.05
3d7k,4.60
6b4d,6.11
1w4p,4.74
4zyx,8.15
4jal,4.60
2ow1,9.00
2pj9,7.92
3msl,5.15
4jq8,8.10
4im0,7.72
4fnn,7.57
4o75,4.68
4x7q,7.85
1iih,2.89
4xs2,5.82
1rr6,10.25
5fto,8.21
5a4c,8.24
3ljj,6.52
3vva,9.32
4dus,8.30
3qj0,5.20
4ot6,5.92
3g5k,9.52
4zy2,7.22
2b54,7.70
5flq,2.97
4c94,5.05
3hu3,6.89
1uy9,4.82
2b8v,7.01
5j1r,4.66
2j77,4.89
3sym,4.57
1rbo,12.72
4n9d,7.72
3krw,7.38
1yye,8.57
2p1c,7.68
4b6r,5.85
2z7i,7.00
1xoz,8.92
4rx5,8.52
5q1e,6.92
3gz9,8.40
5ehr,7.14
5sz6,7.00
4crb,7.57
4my6,5.62
3ppk,8.85
3dt1,8.62
6dj7,8.72
4uiw,7.30
5lxb,9.77
4awk,6.89
5uvc,8.21
1u9v,8.22
5di1,7.68
2e9u,8.10
6clv,4.88
6chn,7.96
4jyc,6.70
5yg3,7.85
2i0y,7.62
3h0q,6.07
6g14,5.49
5j1v,7.39
1cnw,7.72
4cae,7.74
2cm7,6.68
5n3y,5.03
5mro,5.70
4y6s,5.03
2p95,9.37
5myr,4.66
4tyb,1.70
4zb6,6.28
1rdi,2.06
6cki,7.24
5km3,4.60
4en4,5.52
3own,7.47
3fyk,7.40
3fck,4.00
4ogt,10.00
5z4o,3.28
1nny,7.66
5uit,8.34
1oir,7.49
4hld,9.30
5iuh,6.40
1rd4,7.74
3su1,6.68
4y63,3.58
5q0u,6.76
3wym,9.52
4nyf,7.31
5aqj,2.68
5jsq,4.67
5o55,4.70
1i32,5.70
5jyy,8.10
3pd9,6.22
5cy3,7.80
5mmp,7.52
1oay,5.92
3s2v,6.80
3nxq,8.15
2wc4,5.29
3m35,7.22
6fba,4.70
5fdz,5.17
4b77,5.10
1g9r,5.70
6cee,4.19
5swg,4.48
5eb3,1.45
3v8t,9.52
5xpi,5.28
4owv,4.35
5fut,6.45
3jzk,5.91
5x9p,6.89
5orj,4.77
2nng,5.36
4bcf,8.15
5elv,6.80
1fls,7.48
3ho2,6.95
5nz4,6.28
3mmr,4.96
5hx8,10.00
5ikb,8.72
5ie1,6.85
5dde,7.19
3wyl,8.85
3bv3,9.34
2f14,9.19
5ho8,5.96
4hww,6.65
5wzu,7.00
5dd9,6.11
3owd,7.52
5aln,6.57
5dht,6.00
1uom,7.72
5uuu,7.74
6c5t,6.97
1bzf,8.30
3km4,8.89
3phe,7.80
3lpi,8.52
1pxi,4.77
4qps,6.52
2bz5,6.15
3rxj,3.06
3cj5,6.34
1s63,9.05
1x6u,3.22
1g35,8.14
2iuz,5.55
4yrd,4.57
2vc9,8.44
3fz1,7.92
6ez6,7.40
5myl,5.00
6cjy,7.64
4yqh,8.05
4rvt,5.72
2fgh,6.55
5w12,7.28
6dj5,8.14
4joa,7.54
2qd9,7.89
5x28,8.40
1tsl,6.15
3q96,8.54
5akg,4.46
5a6i,7.25
1rej,8.30
5w88,4.52
4y24,6.66
4ui3,6.88
3vd7,4.48
2uze,4.33
5tzc,8.10
4oct,5.05
4egk,7.72
4njd,4.84
2ojf,6.96
2w70,4.92
5l4j,4.28
5clm,7.36
3ebl,6.30
3qri,9.10
5vp9,8.99
5a4t,5.89
4hdf,8.49
4m5g,5.01
3iw6,5.48
1bm7,7.52
3px9,3.42
4l7b,5.64
1yvm,6.40
3u6j,8.21
4fns,6.70
5hu9,7.62
3n5h,5.70
4mrf,1.95
4u5s,2.41
3lzb,7.20
3zw3,7.47
6br2,8.72
6bdy,5.69
2wc3,6.08
5k0t,5.78
2byi,6.34
2hmb,5.59
3jup,5.58
2fie,5.46
3nw7,8.28
4ocq,4.61
6cyc,7.85
4jbl,3.27
5k4x,6.42
5ng9,6.72
4wsj,7.33
3mtb,4.63
6ey8,5.81
5edu,8.66
4p72,4.09
3zs1,6.40
1n8v,6.03
1t49,4.66
3l4x,6.89
4ks4,7.14
5c8k,7.70
3e3u,7.89
4mr4,5.94
6g15,5.37
1xff,4.82
5hz9,7.03
4rd3,6.47
4eqc,8.10
6bm6,4.68
4lge,8.46
2q5k,11.30
3hfv,4.87
1yhs,8.00
4rcf,8.40
4h5d,7.55
3hl7,7.64
4u5u,2.89
4h5c,7.55
4xit,7.27
5nxi,6.66
3c1x,7.35
4x6i,8.00
4mdn,6.22
2e9o,7.70
5i86,6.28
4r5t,6.10
2y1d,6.82
3pvu,6.54
4jfj,5.68
4q90,2.15
4ikt,6.17
3skf,8.30
6fgl,4.62
1pr5,3.92
1hqh,6.30
4m48,6.81
3eou,7.01
2viq,5.89
2q64,8.52
4xmo,8.70
4el0,4.49
3wqh,8.48
3zzf,0.40
1b57,8.00
2gmx,7.11
3nan,8.22
4lyn,7.22
2vtl,4.01
4ayq,7.33
4owo,4.47
2g63,8.17
1tkb,8.00
4d8c,8.70
2w0j,6.62
1xlx,7.60
4au8,6.26
5orr,3.77
1o3e,7.96
1o4q,2.49
4kcg,8.30
3vi2,3.77
4nja,6.22
5ake,7.82
1h0a,5.44
5ti5,4.39
4kz3,2.77
2xxr,6.55
3prf,8.85
3lhj,9.51
5eie,7.64
4bqy,5.96
3fei,7.70
5lch,4.69
3iu7,4.80
3zdh,7.35
3lp1,6.92
3gcp,7.82
4joo,4.43
3mvl,7.89
2amv,8.80
2rf2,8.44
5elw,7.85
4lxz,6.74
5g3m,5.66
2avm,5.70
5c7a,3.31
4lxd,7.23
5g43,3.70
2tsr,7.54
4llj,3.42
3wd9,8.08
4ufl,2.64
2x2r,7.12
2wbd,6.64
4hvs,7.80
5lxd,8.50
2gga,1.96
1b2i,5.51
6eeo,6.43
4uia,6.72
6dl9,6.00
6h1u,5.32
4anm,7.55
4o0x,7.17
4dn0,5.72
5hvu,7.89
5eym,7.60
3bcn,7.12
2xiy,2.44
2zvj,5.74
3eky,9.64
5d48,7.52
4drk,5.08
4v04,8.11
3fuk,3.02
2vqt,6.00
4g0y,2.30
4lhm,3.39
3fdn,7.48
1k1j,7.55
4hyi,8.52
5moq,4.68
4xe1,7.11
2o4s,10.51
4cjp,3.32
2a3w,5.42
2iit,8.59
1c70,10.30
5q12,5.33
1gj8,6.96
3ti6,9.27
2xyr,6.13
3st6,3.62
1xq0,6.34
1o3p,6.66
4ere,8.38
5sz4,9.70
3aig,6.00
4ec4,7.60
6aak,9.15
2i0e,8.70
3rcd,7.77
2jjr,8.20
1yda,6.55
3dbu,8.06
2c4v,2.60
4q0k,4.87
2q2y,8.80
5yls,5.29
5o1d,4.66
5vew,5.15
6ggn,10.10
4bw3,6.30
4kb9,11.00
3n3j,8.48
5j6d,8.22
5ave,5.44
4j0t,6.74
1uy8,4.12
1t5a,4.62
5j6m,8.57
4wcu,8.52
1ecv,4.85
4i9h,7.17
5xmv,7.68
4lpf,3.51
1pa9,4.60
3hx3,8.00
4b71,5.89
3rmf,4.09
4mgc,6.32
4lxa,8.70
3iut,6.34
5g6u,6.66
4lw1,3.15
1q4l,7.40
4ixu,7.64
2x09,3.76
3ads,5.01
3oyl,6.70
3poz,7.64
4oiv,5.08
4p6w,9.15
5kcv,8.30
5nkb,9.12
3n5j,5.22
3ls4,6.30
4xm7,3.57
5tg2,5.49
5nk7,6.33
2qd7,9.10
5ufo,7.43
3udy,5.70
5t4h,8.03
3zt3,2.86
3sji,5.69
3ff6,7.15
1dgm,5.05
4e93,6.93
4uva,5.75
2oax,8.65
1ebw,9.05
1i41,4.57
2dbl,8.70
5vp0,9.21
3f6e,2.38
5dyo,10.21
4cfe,7.22
2qq7,5.24
5mnr,5.46
3usn,6.15
4d3h,6.43
1kdk,9.05
3ozg,9.19
4pl5,4.96
1t13,7.38
1xh8,5.77
2wxj,9.00
1los,7.19
1mxu,5.40
4bdi,3.64
2wo8,6.28
4tpw,4.69
3bft,6.49
4fzj,3.15
5w4r,7.48
5ubt,8.62
4qq5,6.32
4mib,9.70
5uyu,9.51
5qb1,4.70
1ndw,5.23
1pw6,5.22
4p0w,5.96
2qcn,5.00
2dxs,7.34
5yh8,6.78
3bgs,9.42
3kr1,5.74
3e9i,6.22
5j7s,7.30
1c3i,5.80
4y2b,8.36
2oht,5.04
4ijl,3.87
4b81,4.92
5aan,4.15
4b5s,3.49
4b4m,6.69
4mf0,8.08
1i37,9.57
2w8y,9.09
5cp9,3.51
3ncq,5.36
1uho,9.22
5j2x,7.74
3qj9,7.00
4agd,8.41
3u6h,9.00
2qry,8.64
4ona,8.15
3ldp,5.62
6g2m,7.82
2uwd,8.35
2v11,8.52
4hxm,6.10
3n2p,7.82
3r0i,6.92
4j1f,7.92
5nvw,6.77
2vey,7.37
5fh8,6.77
5luu,5.06
1xp6,9.40
5w5j,5.82
2vrx,7.35
3b26,6.64
4ph4,7.74
2bq7,7.05
4w9n,4.26
5uiu,9.70
4eoh,4.30
4o71,4.74
2yhw,5.60
5ftq,8.00
4fxf,5.19
3sw8,4.50
2fde,9.15
5kax,6.11
4mss,6.40
1lcp,6.64
5ab9,6.33
4wy6,5.97
1swg,7.36
1py2,7.22
1snk,9.60
6bky,6.57
1y6b,7.42
4azy,6.70
5yhl,7.74
4ayt,3.70
2ym6,6.06
3ska,7.49
2xu3,6.80
4f7l,8.00
5t2b,8.30
5cuh,4.62
3n51,7.82
3ekn,8.40
5k0c,5.96
3tyv,8.10
5du6,5.02
6g28,3.64
3g2y,2.00
4zow,4.12
4fnz,7.80
5kad,4.43
4wpf,6.60
3ipa,6.22
1o4j,2.36
4zz0,7.00
4fic,4.70
4cps,8.27
4to8,1.24
4jv9,5.74
5l6j,6.70
1zsh,7.07
2x2m,6.77
2f6v,4.43
1y2d,5.70
2q80,4.60
3fi3,7.92
5tkb,7.89
6hth,7.12
4ca4,7.18
2gh7,13.00
3o84,7.24
6dgt,7.38
3n46,4.30
3zxz,8.40
6elo,6.29
2pj4,7.89
2ans,5.92
4jvi,5.30
4abb,4.51
3ine,6.77
4py1,7.19
3pjt,4.88
3ncr,4.11
2qyn,6.24
4nld,7.70
1ero,8.23
2i47,8.66
3msk,4.59
4fk6,9.70
1xh6,7.32
3t8s,8.55
4ms0,3.39
4fxq,5.77
3s9i,5.70
4flp,6.72
5wr7,8.96
4uiz,4.70
4lgg,8.52
4lc7,4.93
5k76,8.30
5wbz,6.41
5hg9,7.46
5k0x,8.36
5sym,6.55
5ai4,3.47
5i0b,5.06
5l6i,4.35
1tog,3.22
3wt7,8.75
2x8e,7.85
5fqr,7.59
2f18,4.10
1jg0,5.30
5mxk,3.39
5oh3,3.87
4zy4,7.66
4jnc,8.52
4qxs,5.96
5f1c,6.13
5t23,5.80
5etr,6.52
5a4q,5.54
6e59,8.67
1wun,7.21
3kr2,5.14
5nhv,8.55
4qmo,7.72
3rdq,9.31
5upe,8.05
3gy3,5.63
4k5p,3.46
3re4,7.40
3lbj,4.96
1oiu,6.68
5oq8,5.85
4xip,6.63
1joc,4.62
3o0g,6.22
6f8b,5.21
2glm,5.37
5fnj,2.29
6bfd,8.30
5hln,11.52
6hke,7.68
2hmv,7.70
5i4v,8.52
6ccq,6.60
1kr3,5.00
3jdw,3.60
5t2m,9.20
4aa0,7.46
2ojj,8.70
3aho,7.05
4rux,7.92
3s22,5.46
5toz,9.46
4wrs,9.40
6cz3,7.25
6aom,6.20
1yid,5.00
3sut,7.85
4m6p,7.27
3nyd,3.48
3ttp,9.12
5knu,5.55
2lbv,7.59
4j06,5.34
3djv,4.55
6csq,6.39
5xih,7.15
1ha2,5.54
3vtr,5.57
1gj5,4.96
1maw,1.10
5x4n,4.17
3znr,7.44
4lrr,5.22
2nsx,7.20
6hkj,9.00
5jrs,8.40
6ffh,6.34
2gqn,5.35
2bes,4.24
4y6m,7.15
4pqn,9.15
3m3x,6.82
1qbs,9.47
5aix,7.92
3u6i,9.00
6eum,6.52
2yiw,9.10
2y8q,5.82
2r3m,8.00
2hf8,5.47
3nrz,5.34
2nsl,4.68
3qio,6.84
2xog,3.43
4okg,9.32
6ghp,9.36
4oyi,4.72
2bjm,3.70
3eq7,9.09
6h7y,9.46
4z0q,8.17
1qf2,5.92
3ovn,2.55
4u71,5.22
4c66,4.10
3ctr,5.16
5g17,6.70
4gfd,9.48
5f32,4.94
4o0v,8.48
4nh9,6.43
4yl3,8.15
4qyy,7.30
3kdd,8.46
1q4x,9.48
2e5y,5.85
5fls,3.04
4abk,5.72
3o23,6.30
6grp,5.48
5kre,7.23
2boj,5.77
3hp9,4.59
5o1c,3.95
5n53,2.55
1no6,4.41
2fqt,6.14
1i7i,6.70
2ja3,4.00
6mwe,9.20
5gid,6.11
3uxd,4.41
2xf0,4.52
2wr8,5.44
1vyw,7.43
2yix,8.48
1c4y,7.92
4ty6,7.52
6g9b,3.24
4b0g,7.82
5y5u,7.75
5myg,7.51
3wix,6.27
1bsk,4.12
4e3f,2.52
4zy5,7.59
2qtu,9.28
2v59,7.74
1hih,8.05
1uz1,6.89
3qt6,5.37
3e6k,5.15
1v3x,7.62
2b1g,6.64
1ec2,10.00
1ung,6.80
1axz,3.20
1ydd,7.07
5y13,5.94
6fu4,6.19
4cfv,4.63
5oh9,3.86
4gql,9.59
5j47,5.31
4prj,7.14
4l6s,8.52
4xtv,9.27
5hx6,8.00
3oof,7.30
2jbl,5.89
4i8n,4.46
4rcd,9.15
4og3,6.55
1dhj,6.55
5al5,7.15
5xag,5.46
3sb0,5.26
4whq,4.12
4euc,6.10
1gfw,7.82
4ps5,6.54
4cix,4.47
4bo3,6.52
4aia,3.66
2xde,5.47
4m6q,8.21
4e5f,4.82
4rvl,7.38
5u7d,9.30
1zyj,5.82
5aqq,3.10
4y79,7.96
5tuq,6.35
5c8n,7.55
1k4h,5.11
5cf4,7.40
3qsb,5.08
4hvb,9.95
1vcj,4.59
1ydk,5.89
1gi8,5.05
5q10,5.20
2on6,6.76
3e63,5.80
5os0,2.55
1hs6,5.38
3doy,5.82
5his,4.71
5g3w,7.38
6c7f,9.62
4j2t,7.96
5awj,9.68
1n3z,4.20
5anw,8.52
5ko5,4.57
3ipu,7.32
4knb,7.33
6gxw,3.36
1nhu,5.66
4b6o,7.00
5etl,4.64
4fl2,3.66
5sz0,9.10
5vgy,4.18
1utn,3.49
2g97,6.82
4gsy,6.92
5vcz,6.35
4n3r,6.82
2p94,9.17
4dff,7.46
4rse,6.40
5wjj,6.62
2zq0,6.82
5tbp,5.18
2h8h,8.57
1h1r,5.64
5w85,8.00
1ajp,2.23
3f48,6.29
1g6s,5.15
5zkb,8.70
5i89,7.48
2w0d,8.70
7abp,6.46
4aq6,4.80
3s2o,5.05
2y5f,8.70
3uo9,7.10
2qi3,10.20
1upf,4.60
4hzz,8.08
5mm9,6.42
5zwf,8.74
1n94,8.96
5aku,6.82
4i5p,6.42
4bbg,8.32
1f0s,7.74
3s56,9.62
3duy,5.85
3t07,7.80
4i11,4.57
3r5t,8.58
2qx0,6.11
4a7c,8.22
5d7c,6.85
5nih,6.87
1zpa,8.40
1mfi,5.59
5tku,9.80
3hii,6.54
5qad,3.77
5hld,4.66
3ocp,7.57
4ybs,7.24
4r5g,5.22
2xa4,8.52
3n7o,7.14
4qge,9.30
5dlv,4.98
5zwi,8.64
3hf6,7.59
4mw6,5.78
1xm4,10.39
1oif,7.72
5c0k,2.92
3bxs,5.10
4uj1,6.52
5ovr,4.57
4b2i,3.00
2f94,6.71
4o0r,7.44
4q1b,8.72
6iiu,7.96
1b6p,8.52
2hwp,7.14
4rsk,4.32
4mwx,7.12
4oc1,6.60
4ylj,8.22
6g07,4.57
5lyw,6.15
3mfw,3.52
4bps,2.99
2wev,8.00
4dpf,6.40
6gjl,3.86
1lxf,4.10
1m83,3.40
4m1j,9.70
3vi5,5.68
1tpw,3.30
4ajo,7.03
5ur9,6.05
4dwg,7.24
5jfu,8.07
5vc3,7.11
2esm,6.28
1vja,7.70
2zyb,7.70
4mic,5.30
3m67,6.74
4e7r,7.70
5u0w,4.24
2wzm,5.22
5dh4,7.24
5xvf,6.15
3dwb,6.19
2we3,4.43
4jt8,7.48
3qdd,8.77
3n2e,4.96
2c94,6.82
2v25,5.72
1nj5,7.30
4hz5,5.92
4kyh,5.92
3i0r,8.52
5fao,7.96
3i6m,6.46
5f1j,4.92
4ztr,8.30
1oth,7.00
3ioc,3.68
4pnw,5.05
5ayt,6.77
1hvh,7.96
4cwf,4.49
1f4y,6.08
4yad,5.60
2vio,4.40
5u4c,6.00
3le8,6.07
3wkc,3.71
2jle,6.42
3r8v,5.54
2zva,7.96
4abf,4.62
3uo6,7.82
3nuo,9.80
5h5o,6.56
5hoa,7.19
1jt1,3.40
3oui,4.90
5a5s,5.90
1bkj,6.77
4pf5,5.48
3fql,7.15
2fou,7.10
3pb8,5.24
2wf0,6.68
6fui,4.46
2gl0,4.82
5zeq,8.82
5os2,2.74
4o72,6.00
4mu7,8.85
3h5u,8.52
5etx,6.81
3b8z,6.54
1n3i,8.89
5tuy,6.35
6e05,4.26
3zxh,8.52
5v8j,5.57
4qf7,8.60
4yxo,7.04
1w51,6.30
3ow4,7.66
2xzg,4.74
3n8k,4.05
5ot9,4.07
4xtw,9.03
5ewy,4.30
6exm,5.52
3rpy,5.32
4uxj,5.42
2ea2,7.80
1bji,8.70
3ubx,7.60
4h5e,6.07
4uv8,6.47
5u7m,6.74
2gvf,7.60
1rbp,6.72
3b2q,4.55
3rik,2.47
4jvq,6.20
5bpa,9.00
4b32,3.34
4r91,6.37
4bqg,6.22
5ma7,3.47
1pu8,3.10
5nxw,7.24
4b5t,3.33
4rr6,6.00
3t0l,4.52
3t0w,7.30
3f36,2.89
4b2d,3.70
3gf2,1.70
4uiv,7.80
2pze,6.08
5kr8,6.82
3l7c,2.44
3wtk,6.53
1w1y,2.62
3m2u,7.00
2k0g,6.97
5gmm,4.54
4kjv,7.74
4dgm,5.92
2fwp,2.92
2ya6,5.70
4gj2,8.60
2ath,6.82
4loj,6.52
4qwl,6.18
1tnj,1.96
2wxk,9.30
4tv3,8.72
4b5b,6.41
6guk,6.15
2fs9,8.52
1fpp,8.00
4glx,7.80
4hdp,7.51
1d4i,8.85
4r93,7.80
5kr2,8.48
2zmd,7.01
4xmr,4.07
2gbi,8.52
3ts4,8.72
2j9h,3.39
5mwd,5.72
4ok3,4.15
4lts,8.36
2ovy,8.40
5l4f,5.89
4i9u,3.86
1tlo,4.00
1njf,6.21
2weo,6.93
4zsj,5.64
4mm8,6.11
4dbn,8.15
5ev8,5.22
2poq,4.42
5cxa,8.05
2yjc,7.66
5wf6,7.83
1x1z,11.06
3rlq,7.40
1uwb,8.34
5mrb,6.33
2e27,9.35
3kpv,3.74
6gon,5.67
5akw,6.39
1ii5,6.62
1zky,6.25
4x5p,8.21
1noj,3.15
1rhu,8.52
2y1g,6.15
4op2,5.93
1nq0,10.32
3zm9,7.42
3pce,2.00
3btj,5.62
4l7l,6.00
3g6h,8.19
4lm1,3.23
4c1c,4.97
5gmp,9.10
4qpd,7.82
4zz2,8.04
5vom,6.10
4nh7,8.40
2qt9,8.64
1d2s,9.74
6cmj,8.30
2c57,3.43
3rf4,6.25
2n27,6.55
3sl1,3.59
5j82,6.00
5ugd,6.62
2g5u,8.49
1qti,6.44
1g9s,3.61
4gja,5.92
4j0r,6.41
2jbo,8.07
6g38,6.62
2wq5,3.74
2vvo,2.20
5tyr,9.59
6fmi,5.03
5eyc,8.52
1t1r,5.40
1bnm,10.00
4anb,8.18
6apu,4.87
2ds1,8.47
1xh7,6.82
1g53,9.04
4u7o,3.35
1o43,5.66
4feq,5.96
6h33,9.22
2xch,6.43
3gqz,2.17
3gs6,6.59
5e91,8.40
4lop,8.15
3d9z,8.70
3hfz,4.89
